ID,lat,lon,ele,time,name,CreationTime
153,43.678350979462266,-74.93712598,478.79510499999998,2024-06-18T17:35:00Z,0153,2024-06-18T17:35:00Z
154,43.678278978914022,-74.93716998,478.543182,2024-06-18T17:35:18Z,0154,2024-06-18T17:35:18Z
155,43.678245032206178,-74.937188,474.736267,2024-06-18T17:35:25Z,0155,2024-06-18T17:35:25Z
156,43.677997011691332,-74.93736402,478.46853599999997,2024-06-18T17:36:57Z,0156,2024-06-18T17:36:57Z
157,43.677810011431575,-74.93775596,478.46853599999997,2024-06-18T17:38:10Z,0157,2024-06-18T17:38:10Z
158,43.677762988954782,-74.93809702,478.46853599999997,2024-06-18T17:39:02Z,0158,2024-06-18T17:39:02Z
159,43.67784203030169,-74.93824999,480.14807100000002,2024-06-18T17:45:18Z,0159,2024-06-18T17:45:18Z
160,43.678275961428881,-74.93854,479.90545700000001,2024-06-18T17:47:11Z,0160,2024-06-18T17:47:11Z
161,43.678352991119027,-74.93858702,479.90545700000001,2024-06-18T17:47:29Z,0161,2024-06-18T17:47:29Z
162,43.678416023030877,-74.93860496,479.90545700000001,2024-06-18T17:47:48Z,0162,2024-06-18T17:47:48Z
163,43.678510989993811,-74.93862399,479.90545700000001,2024-06-18T17:48:00Z,0163,2024-06-18T17:48:00Z
164,43.679000996053219,-74.93858501,479.90545700000001,2024-06-18T17:50:48Z,0164,2024-06-18T17:50:48Z
165,43.679060004651546,-74.93848099,479.90545700000001,2024-06-18T17:51:17Z,0165,2024-06-18T17:51:17Z
166,43.679082971066236,-74.93844897,479.90545700000001,2024-06-18T17:51:25Z,0166,2024-06-18T17:51:25Z
167,43.679249016568065,-74.93845199,479.90545700000001,2024-06-18T17:52:28Z,0167,2024-06-18T17:52:28Z
168,43.679282963275909,-74.93843397,479.90545700000001,2024-06-18T17:52:38Z,0168,2024-06-18T17:52:38Z
169,43.679374996572733,-74.93833104,479.90545700000001,2024-06-18T17:53:13Z,0169,2024-06-18T17:53:13Z
170,43.679448002949357,-74.93826801,479.90545700000001,2024-06-18T17:53:33Z,0170,2024-06-18T17:53:33Z
171,43.679683031514287,-74.93819601,479.90545700000001,2024-06-18T17:54:31Z,0171,2024-06-18T17:54:31Z
172,43.679899033159018,-74.93803198,479.90545700000001,2024-06-18T18:03:43Z,0172,2024-06-18T18:03:43Z
173,43.680006992071867,-74.938065,479.90545700000001,2024-06-18T18:03:59Z,0173,2024-06-18T18:03:59Z
174,43.680210001766682,-74.93798101,479.90545700000001,2024-06-18T18:04:35Z,0174,2024-06-18T18:04:35Z
175,43.680312009528279,-74.938007,479.90545700000001,2024-06-18T18:05:50Z,0175,2024-06-18T18:05:50Z
176,43.680487023666501,-74.93815896,479.90545700000001,2024-06-18T18:08:18Z,0176,2024-06-18T18:08:18Z
177,43.680854989215732,-74.93829098,479.90545700000001,2024-06-18T18:09:46Z,0177,2024-06-18T18:09:46Z
178,43.681079959496856,-74.93836599,477.246216,2024-06-18T18:10:20Z,0178,2024-06-18T18:10:20Z
179,43.681247010827065,-74.93839399,477.19955399999998,2024-06-18T18:10:45Z,0179,2024-06-18T18:10:45Z
180,43.681419007480145,-74.93840396,478.77645899999999,2024-06-18T18:11:15Z,0180,2024-06-18T18:11:15Z
181,43.681488996371627,-74.93844604,479.00973499999998,2024-06-18T18:11:25Z,0181,2024-06-18T18:11:25Z
182,43.682142030447721,-74.93860999,478.89776599999999,2024-06-18T18:12:56Z,0182,2024-06-18T18:12:56Z
183,43.682324001565576,-74.93862399,478.89776599999999,2024-06-18T18:13:18Z,0183,2024-06-18T18:13:18Z
184,43.682445036247373,-74.93860798,478.96307400000001,2024-06-18T18:13:41Z,0184,2024-06-18T18:13:41Z
185,43.682628013193607,-74.93867302,480.64260899999999,2024-06-18T18:15:30Z,0185,2024-06-18T18:15:30Z
186,43.683355981484056,-74.93826298,480.64260899999999,2024-06-18T18:17:47Z,0186,2024-06-18T18:17:47Z
187,43.683457989245653,-74.93822702,480.64260899999999,2024-06-18T18:18:00Z,0187,2024-06-18T18:18:00Z
188,43.683639038354158,-74.93814899,480.64260899999999,2024-06-18T18:18:24Z,0188,2024-06-18T18:18:24Z
189,43.683798965066671,-74.93812803,480.64260899999999,2024-06-18T18:18:45Z,0189,2024-06-18T18:18:45Z
190,43.684301041066647,-74.93799099,480.64260899999999,2024-06-18T18:20:07Z,0190,2024-06-18T18:20:07Z
191,43.684367006644607,-74.93795,480.64260899999999,2024-06-18T18:20:17Z,0191,2024-06-18T18:20:17Z
192,43.684539003297687,-74.93785202,480.64260899999999,2024-06-18T18:20:47Z,0192,2024-06-18T18:20:47Z
193,43.685065973550081,-74.93756502,480.64260899999999,2024-06-18T18:22:22Z,0193,2024-06-18T18:22:22Z
194,43.685264959931374,-74.93758002,480.64260899999999,2024-06-18T18:22:52Z,0194,2024-06-18T18:22:52Z
195,43.685420025140047,-74.93764398,480.64260899999999,2024-06-18T18:23:18Z,0195,2024-06-18T18:23:18Z
196,43.685726970434189,-74.93759796,480.64260899999999,2024-06-18T18:24:07Z,0196,2024-06-18T18:24:07Z
197,43.686016984283924,-74.93776803,480.64260899999999,2024-06-18T18:24:56Z,0197,2024-06-18T18:24:56Z
198,43.686477988958359,-74.937821,480.64260899999999,2024-06-18T18:26:14Z,0198,2024-06-18T18:26:14Z
199,43.686904963105917,-74.937547,480.64260899999999,2024-06-18T18:27:43Z,0199,2024-06-18T18:27:43Z
200,43.687074026092887,-74.93741699,480.64260899999999,2024-06-18T18:28:14Z,0200,2024-06-18T18:28:14Z
201,43.687247028574347,-74.93723704,480.64260899999999,2024-06-18T18:28:50Z,0201,2024-06-18T18:28:50Z
202,43.687541987746954,-74.93709203,480.64260899999999,2024-06-18T18:29:45Z,0202,2024-06-18T18:29:45Z
203,43.687717001885176,-74.93700603,480.64260899999999,2024-06-18T18:30:13Z,0203,2024-06-18T18:30:13Z
204,43.687784979119897,-74.93696898,480.64260899999999,2024-06-18T18:30:24Z,0204,2024-06-18T18:30:24Z
205,43.687863014638424,-74.93692598,480.64260899999999,2024-06-18T18:30:36Z,0205,2024-06-18T18:30:36Z
206,43.688386967405677,-74.93667704,480.64260899999999,2024-06-18T18:32:02Z,0206,2024-06-18T18:32:02Z
207,43.688470032066107,-74.93661703,480.64260899999999,2024-06-18T18:32:17Z,0207,2024-06-18T18:32:17Z
208,43.689285004511476,-74.93594999,480.63326999999998,2024-06-18T18:34:41Z,0208,2024-06-18T18:34:41Z
209,43.689847011119127,-74.935721,481.09045400000002,2024-06-18T18:41:58Z,0209,2024-06-18T18:41:58Z
210,43.689929991960526,-74.93563601,481.09045400000002,2024-06-18T18:42:16Z,0210,2024-06-18T18:42:16Z
211,43.709234017878771,-75.02910797,576.16796899999997,2024-06-18T18:43:46Z,0211,2024-06-18T18:43:46Z
212,43.709234017878771,-75.02910797,576.16796899999997,2024-06-18T18:44:01Z,0212,2024-06-18T18:44:01Z
213,43.690859964117408,-74.93480897,481.09045400000002,2024-06-18T18:44:50Z,0213,2024-06-18T18:44:50Z
214,43.691042019054294,-74.93459799,481.09045400000002,2024-06-18T18:45:21Z,0214,2024-06-18T18:45:21Z
215,43.691186020150781,-74.93444201,481.09045400000002,2024-06-18T18:45:46Z,0215,2024-06-18T18:45:46Z
216,43.69140001013875,-74.93413003,481.09045400000002,2024-06-18T18:46:33Z,0216,2024-06-18T18:46:33Z
217,43.693597996607423,-74.93186801,481.09045400000002,2024-06-18T18:52:23Z,0217,2024-06-18T18:52:23Z
218,43.693716013804078,-74.931738,481.09045400000002,2024-06-18T18:52:41Z,0218,2024-06-18T18:52:41Z
219,43.69402002543211,-74.931579,481.09045400000002,2024-06-18T18:53:17Z,0219,2024-06-18T18:53:17Z
220,43.69516097009182,-74.92994796,481.09045400000002,2024-06-18T18:56:52Z,0220,2024-06-18T18:56:52Z
221,43.695307988673449,-74.92973498,481.09045400000002,2024-06-18T18:57:21Z,0221,2024-06-18T18:57:21Z
222,43.695358028635383,-74.92965703,481.09045400000002,2024-06-18T18:57:31Z,0222,2024-06-18T18:57:31Z
223,43.695553997531533,-74.92925,481.09045400000002,2024-06-18T18:58:19Z,0223,2024-06-18T18:58:19Z
224,43.695645024999976,-74.92908496,481.09045400000002,2024-06-18T18:58:38Z,0224,2024-06-18T18:58:38Z
225,43.695732029154897,-74.92883904,481.09045400000002,2024-06-18T18:59:17Z,0225,2024-06-18T18:59:17Z
226,43.696038974449039,-74.92807402,481.09045400000002,2024-06-18T19:04:49Z,0226,2024-06-18T19:04:49Z
227,43.69614802,-74.927782,481.09045400000002,2024-06-18T19:05:18Z,0227,2024-06-18T19:05:18Z
228,43.696193033829331,-74.92764504,481.09045400000002,2024-06-18T19:05:31Z,0228,2024-06-18T19:05:31Z
229,43.696410963311791,-74.92714497,481.09045400000002,2024-06-18T19:06:24Z,0229,2024-06-18T19:06:24Z
230,43.696521017700434,-74.926905,481.09045400000002,2024-06-18T19:06:50Z,0230,2024-06-18T19:06:50Z
231,43.696605004370213,-74.92670601,481.09045400000002,2024-06-18T19:07:09Z,0231,2024-06-18T19:07:09Z
232,43.696769960224628,-74.92624803,481.09045400000002,2024-06-18T19:07:49Z,0232,2024-06-18T19:07:49Z
233,43.696982022374868,-74.92596103,481.09045400000002,2024-06-18T19:08:20Z,0233,2024-06-18T19:08:20Z
234,43.69718000292778,-74.92570404,481.09045400000002,2024-06-18T19:08:54Z,0234,2024-06-18T19:08:54Z
235,43.697443027049303,-74.92519098,481.09045400000002,2024-06-18T19:09:55Z,0235,2024-06-18T19:09:55Z
236,43.697760030627251,-74.92449604,481.09045400000002,2024-06-18T19:12:15Z,0236,2024-06-18T19:12:15Z
237,43.697833037003875,-74.92423201,481.09045400000002,2024-06-18T19:12:40Z,0237,2024-06-18T19:12:40Z
238,43.697893973439932,-74.92413796,481.09045400000002,2024-06-18T19:12:51Z,0238,2024-06-18T19:12:51Z
239,43.697928003966808,-74.92409497,481.09045400000002,2024-06-18T19:12:57Z,0239,2024-06-18T19:12:57Z
240,43.606860972940922,-74.93545404,554.70031700000004,2024-06-21T13:01:00Z,0240,2024-06-21T13:01:00Z
241,43.606874970719218,-74.935433,554.70031700000004,2024-06-21T13:08:20Z,0241,2024-06-21T13:08:20Z
242,43.606949988752604,-74.935434,554.70031700000004,2024-06-21T13:08:53Z,0242,2024-06-21T13:08:53Z
243,43.60700698569417,-74.93542001,554.70031700000004,2024-06-21T13:09:16Z,0243,2024-06-21T13:09:16Z
244,43.607226004824042,-74.93542998,554.70031700000004,2024-06-21T13:12:01Z,0244,2024-06-21T13:12:01Z
245,43.607286019250751,-74.93541699,554.70031700000004,2024-06-21T13:12:26Z,0245,2024-06-21T13:12:26Z
246,43.607357013970613,-74.93536896,554.70031700000004,2024-06-21T13:12:54Z,0246,2024-06-21T13:12:54Z
247,43.607450975105166,-74.93529,554.70031700000004,2024-06-21T13:13:33Z,0247,2024-06-21T13:13:33Z
