"","rownames","BB","BND","CC","CS","LLS","LT","MM","NF","NRD","PS","RS","RT","RWF","SMB","SS","ST","WS"
"1","1998_BEF.LML.1998.001",0.000537313544998131,0,0,0,0,0,0,0,0,0.00523690329546045,0,0,0,0.0283209974576761,0,0.000952380952380952,0.000693913097570838
"2","1998_BEF.LML.1998.001A",0,0,0,0,0,0,0,0,0,0.001388246182323,0,0,0,0.01850994909764,0,0.000925497454881999,0.000925497454881999
"3","1998_BEF.LML.1998.002",0,0,0,0,0,0,0,0,0,0.000499001996007984,0,0,0,0.00376973326075122,0,0.000568181818181818,0
"4","1998_BEF.LML.1998.002A",0,0,0,0,0,0,0,0,0,0.000866300895177592,0,0,0,0.0352295697372221,0,0.00173260179035518,0.000577533930118394
"5","1998_BEF.LML.1998.003",0,0,0,0,0,0,0,0,0,0,0,0.00043630017452007,0,0.00551715540883261,0,0,0
"6","1998_BEF.LML.1998.004",0.000310655483069276,0,0,0,0,0,0,0,0,0,0,0,0,0.00428041913127591,0,0,0.000155327741534638
"7","1998_BEF.LML.1998.005",0.00152021180058563,0,0,0,0,0,0,0,0,0.00311526479750779,0,0,0,0.00758234870384403,0,0,0
"8","1998_BEF.LML.1998.006",0.00105485232067511,0,0.000263713080168776,0,0,0,0.00152406213701762,0,0,0.00835253776872293,0,0.000263713080168776,0,0.0200463689700856,0,0.00422010509557686,0.00067401073963981
"9","1998_BEF.LML.1998.007",0,0,0,0,0.000823740546280546,0,0.000554198767304805,0,0,0.00384916095242699,0,0,0,0.026595249220646,0.000284656988329063,0.00109328232525629,0.000269541778975741
"10","1998_BEF.LML.1998.008",0.000732937823573519,0,0,0,0,0,0.000366166239472721,0,0,0.000732332478945441,0,0,0,0.0344795556286154,0,0.000733543168201596,0
"11","1998_BEF.LML.1998.009",0,0,0,0,0,0,0,0,0,0.0127901745946909,0,0,0,0.0327324959914484,0,0.0035057010511313,0
"12","1998_BEF.LML.1998.010",0,0,0.000137551581843191,0,0,0,0,0,0,0.00192922567446735,0,0,0,0.0332200017974625,0.000137551581843191,0.000137551581843191,0.000550206327372765
"13","1998_BEF.LML.1998.011",0,0,0,0,0,0,0,0,0,0.00185479597244303,0,0,0,0.0211976682564918,0,0.000264970853206147,0.000264970853206147
"14","1998_BEF.LML.1998.012",0.000778008298755187,0,0.000259336099585062,0.000220653133274493,0.000259336099585062,0,0,0,0,0.00635590892610592,0,0,0,0.0254236357044237,0,0.00206324413209157,0.000998661432029679
"15","1998_BEF.LML.1998.013",0.000539531636051133,0,0,0.00289827049092276,0,0,0,0,0,0.00403829627242454,0,0,0,0.0138672252658717,0,0.00181329895799764,0
"16","1998_BEF.LML.1998.014",0.000454545454545455,0,0.000454545454545455,0.000454545454545455,0.00025419420437214,0,0,0,0,0.00536188011276979,0,0,0,0.0141985949993067,0,0.00663285113463049,0
"17","1998_BEF.LML.1998.015",0.000538192283180169,0,0.00107638456636034,0,0.000190331176246669,0,0.000190331176246669,0,0,0.0043974657050085,0,0.000157529930686831,0,0.0158967308851491,0,0.00328827989308833,0.000886053390113669
"18","1998_BEF.LML.1998.016",0.00097620971035935,0,0,0,0,0,0,0,0,0.00250292726761126,0,0,0,0.0130760363435024,0,0.00097620971035935,0.00106062393914914
"19","1998_BEF.LML.1998.017",0,0,0,0.00042247570764681,0.000211237853823405,0,0,0,0,0.00193235749341609,0,0.000292056074766355,0,0.0118990332413363,0,0.00396391781070719,0.00050329392858976
"20","1998_BEF.LML.1998.018",0,0,0,0,0,0,0,0,0,0,0,0.000388500388500389,0,0.0380730380730381,0,0.00310800310800311,0
"21","1999_",0,0,9.84251968503937e-05,0,0.000297597380107558,0,0.000276839632897783,0,0,0,0,0.00193150234143745,0,0.0127988889058235,0,0.0012395452347142,0.000769883434528583
"22","1999_BEF.LML.062299.001",0,0,0,0,0,0,0,0,0,0.012987012987013,0,0,0,0.0285714285714286,0,0,0.00519480519480519
"23","1999_BEF.LML.062299.002",0.000277854959711031,0,0,0,0,0,0,0,0,0.00166712975826619,0,0,0,0.0297304806890803,0,0.000277854959711031,0
"24","1999_BEF.LML.062299.003",0.000829416643627315,0,0,0.000276472214542438,0,0,0,0,0,0.00165883328725463,0,0.000276472214542438,0,0.044788498755875,0,0,0.000276472214542438
"25","1999_BEF.LML.062399.001",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253565768621236,0,0,0
"26","1999_BEF.LML.062399.002",0.000288350634371396,0,0,0,0,0,0,0,0,0.000288350634371396,0,0,0,0.00922722029988466,0,0,0.000576701268742791
"27","1999_BEF.LML.062399.003",0.00104384133611691,0,0,0.00313152400835073,0,0,0,0,0,0.00104384133611691,0,0,0,0.0260960334029228,0,0,0.00521920668058455
"28","1999_BEF.LML.062399.004",0.00173310225303293,0,0,0,0,0,0,0,0,0.00693240901213172,0,0,0,0.0277296360485269,0,0,0.000866551126516464
"29","1999_BEF.LML.062399.005",0,0,0,0,0,0,0,0,0,0.00232558139534884,0,0,0,0.00813953488372093,0,0.00116279069767442,0
"30","1999_BEF.LML.062999.001",0,0,0,0,0,0,0,0,0,0.000337097589752233,0,0,0,0.00994437889769088,0,0,0.000168548794876117
"31","1999_BEF.LML.063099.001",0,0,0,0,0,0,0,0,0,0.00222915737851092,0,0,0,0.0376727596968346,0,0,0.000668747213553277
"32","2000_BEF.LML.001",0,0,0,0,0.000644068484258358,0.00125789513060172,0,0,0,0.00194579618989988,0,0,0,0.047527761433242,0,0,0.000615488825132786
"33","2000_BEF.LML.002",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00855725758948187,0,0,0
"34","2000_BEF.LML.003",0,0,0,0,0.000257399271543366,0,0,0,0,0.000555565972286227,0,0,0,0.0429421347661185,0.000428082191780822,0,0.000114705207616426
"35","2000_BEF.LML.005",0.00115569282537991,0,0.00048181416683185,0,0.00559892138356609,0,0,0,0,0.0287965511986079,0,0.000206782464846981,0,0.0311122874165336,0,0.00782651822351045,0.000723238238991866
"36","2000_BEF.LML.006",0.000349406009783368,0,0,0,0.000240153698366955,0.000263713080168776,0,0,0,0.00859061423165772,0,0,0,0.0575808180050845,0.000240153698366955,0.000349406009783368,0
"37","2000_BEF.LML.007",0.000176991150442478,0,0,0,0.000837664288107348,0.000353982300884956,0,0,0,0.000636229451727378,0,0,0,0.0421170560314339,0.0006135672095937,0.00078296447454798,0.000143781452192667
"38","2000_BEF.LML.008",0.000256081946222791,0,0.000128040973111396,0,0.000567931880386017,0,0,0,0,0.00140475196406802,0,0,0,0.0421461684573126,0.000653696234221565,0.000307692307692308,0
"39","2000_BEF.LML.009",0.000338532753084609,0,0,0,0.00160679483377293,0.000323624595469256,0.000207813798836243,0,0,0.00259953400312738,0,0,0,0.0540545987289783,0.000877308114754665,0,0.000130718954248366
"40","2000_BEF.LML.010",0.000129804938660205,0,5.04770077229822e-05,0.000469217634367179,7.62660158633313e-05,0,0,0,0,0.00917239055908873,0,0.000236434566733656,0,0.0456896244952863,5.91086416834141e-05,5.99664188054689e-05,0.000349355012016307
"41","2000_BEF.LML.011",0.000643498143546974,0,0,0,0.000441811532466442,0.000171115674195756,0,0,0,0.00180267878644827,0,0,0,0.0725140566389468,0.000700072249161493,0,0.000342231348391513
"42","2000_BEF.LML.012",0,0,0,0,0,0,0,0,0,0.00239808153477218,0,0,0,0.0359712230215827,0,0,0
"43","2000_BEF.LML.013",0.000513670440442722,0,0.000385802469135802,0,0.000259605399792316,0.000508130081300813,0,0,0,0.00602559185068482,0.000225225225225225,0,0,0.0575348750393064,0.00121198635217327,0,0
"44","2000_BEF.LML.014",0.000282774708410068,0,0.000395849056603774,0,0.000526580853164785,0,0,0,0,0.0115814096906023,0,0,0,0.0506295426980958,0.000877345753760477,0.00152934940376334,0.00107807636109523
"45","2000_BEF.LML.015",0,0,0,0,0.000848176420695505,0,0,0,0,0.00414733323354787,0,0.000848176420695505,0,0.068238010499648,0.00102880658436214,0.00516008636986036,0.00573408375695957
"46","2000_BEF.LML.016",0,0,0,0,0.00165837479270315,0,0,0,0,0.00402007537047633,0,0.00165837479270315,0,0.0495625515041221,0,0.00166881795890405,0.00403051853667723
"47","2000_BEF.LML.017",0,0,0,0.000979087044273629,0,0,0,0,0,0.00685913770317161,0,0,0,0.0606116901593032,0.00045662100456621,0,0.00045662100456621
"48","2000_BEF.LML.019",0,0,0.00103575459849605,0.00253255115180999,0,0,0.000461041954817888,0,0,0.0122119131218572,0,0,0,0.0432947503943637,0,0.00640060933520447,0.00191021967526266
"49","2000_BEF.LML.020",0.000140193466984439,0,0.000828673956302608,0.000928730176619766,8.28637719588996e-05,0,0,0,0,0.00915767146967581,0,0.000223057238943338,0,0.0391896633129604,0,0.000424703875601357,0.000468431436968308
"50","2000_BEF.LML.021",0,0,0.00349602712764219,0.0161013817702848,0.00106496272630458,0,0,0,0,0.00671152748835537,0,0,0,0.0206989037838436,0,0.00458956202465251,0.00297150575339619
"51","2000_BEF.LML.022",0,0,0,0,0.00121951219512195,0.000569476082004556,0,0,0,0.00288788937602761,0,0.00040650406504065,0,0.0513492595977571,0.00040650406504065,0.000445632798573975,0.000813008130081301
"52","2000_BEF.LML.023",0,0,0.00149603348627756,0,0.000855444160618637,0,0,0,0,0.00229952351707469,0,0,0,0.0241145513675811,0,0.000386996904024768,0
"53","2000_BEF.LML.024",0.000606060606060606,0,0.000443852640923214,0.000606060606060606,0.00604303908651735,0,0.000606060606060606,0,0,0.00571704293427986,0,0,0,0.0336080216537192,0.00121212121212121,0.00342848777631386,0
"54","2000_BEF.LML.025",0.00096761843564533,0,0.000869795794675742,0,0.00338089252871446,0,0,0,0,0.00720282667071648,0,0,0,0.0209502096768909,0,0.00327664616008219,0.000182215743440233
"55","2000_BEF.LML.026",0.0019394601341863,0,0,0.00180995475113122,0.00381174678513747,0.000719424460431655,0,0,0,0.00506155174690998,0,0,0,0.0334049672016628,0,0.0028304479467749,0.000904977375565611
"56","2000_BEF.LML.027",0.000478927203065134,0,0,0,0.00181422351233672,0,0,0,0,0.00739391515578894,0,0,0,0.020012138989042,0,0.000841771905532478,0
"57","2000_BEF.LML.028",0.000925925925925926,0,0,0,0.000925925925925926,0,0,0,0,0.00436507936507937,0,0.00155038759689922,0,0.0109244827937792,0,0,0.00143874643874644
"58","2000_BEF.LML.029",0.000947867298578199,0,0,0,0,0,0,0,0,0.000476190476190476,0,0,0,0.0427425349649021,0.000510204081632653,0,0.000986394557823129
"59","2000_BEF.LML.031",0.000163934426229508,0,0.000163934426229508,0,0.000324044069993519,0.0001953125,0,0,0,0.000668558514236804,0,0,0,0.0195001069031374,0,0.000810110174983798,0.000828668158000815
"60","2001_",0,0,0.0208986415882968,0,0.00104493207941484,0,0.00208986415882968,0,0,0,0,0,0,0.00731452455590387,0,0.00104493207941484,0.0731452455590387
"61","2001_BEF.FBL.001",0,0,0.0581663434604611,0,0,0,0.0813725490196078,0,0,0,0,0,0,0.00339366515837104,0,0.0035121741004094,0.0517345399698341
"62","2001_BEF.FBL.002",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00268817204301075,0,0,0.17741935483871
"63","2001_BEF.FBL.003",0,0,0.0053475935828877,0,0.0035650623885918,0,0.0035650623885918,0,0,0,0,0.0017825311942959,0,0.0089126559714795,0,0.0017825311942959,0.14795008912656
"64","2001_BEF.FBL.004",0,0,0.0255681818181818,0,0.00107758620689655,0,0.00107758620689655,0,0,0,0,0.0021551724137931,0,0.0288009404388715,0,0.00391849529780564,0.0602468652037618
"65","2001_BEF.FBL.005",0,0,0.00647668393782383,0,0,0,0.00129533678756477,0,0,0,0,0.00757148741517983,0,0.0284974093264249,0,0,0
"66","2001_BEF.FBL.006",0,0,0,0,0,0,0,0,0,0,0,0.00401606425702811,0,0.0144458430737877,0,0,0.0240963855421687
"67","2001_BEF.FBL.007",0,0,0.00309730522578287,0,0,0,0.015580275980576,0,0,0,0,0.000695410292072323,0,0.00913408364860182,0,0.000853242320819113,0.0249066061604333
"68","2001_BEF.FBL.008",0,0,0.000674763832658569,0,0.000666666666666667,0,0.00805668016194332,0,0,0,0,0.000674763832658569,0,0.0147395411605938,0,0.000674763832658569,0.0106666666666667
"69","2001_BEF.FBL.009",0,0,0,0,0.00285714285714286,0,0.046518130187855,0,0,0,0,0,0,0,0,0.0103014416775885,0.0142857142857143
"70","2001_BEF.FBL.010",0,0,0,0,0.00168918918918919,0,0.00168918918918919,0,0,0,0,0,0,0.0101351351351351,0,0,0.0185810810810811
"71","2001_BEF.FBL.011",0,0,0.0172375954198473,0,0,0,0.0178959923664122,0,0,0,0,0,0,0.00411259541984733,0,0.00125,0.0139837786259542
"72","2001_BEF.FBL.012",0,0,0.0376959106467303,0,0,0,0.0424698252567105,0,0,0,0,0.0010989010989011,0,0.00336876238515583,0,0.00783642586921275,0.0127454512700414
"73","2001_BEF.FBL.013",0,0,0.00682903434326584,0,0,0,0.00452488687782805,0,0,0,0,0.00230414746543779,0,0.00456659090435182,0,0.00230414746543779,0.0249702858811018
"74","2001_BEF.FBL.014",0,0,0.0609195743040939,0,0.000585480093676815,0,0.0483873358432396,0,0,0,0,0,0,0.00739631814543622,0,0.00337948003438769,0.0176162807932885
"75","2001_BEF.LML.001",0,0,0.0130329215925833,0,0.0196070464662603,0,0,0,0,0.0207336804825368,0,0.00952360657680224,0,0.0447762682965398,0.000492610837438424,0.00943546072428353,0.00691413355156111
"76","2001_BEF.LML.002",0,0,0,0,0.000821018062397373,0.00164203612479475,0,0,0,0.00164203612479475,0,0,0.000821018062397373,0.00129198966408269,0,0.000821018062397373,0.00258397932816537
"77","2001_BEF.LML.003",0.00076103500761035,0,0.000444444444444444,0,0,0,0,0.000941619585687382,0,0.00120547945205479,0,0,0,0.0123429154179824,0,0.000235072872590503,0.00184162900075723
"78","2001_BEF.LML.004",0,0,0,0,0.000723065798987708,0.000723065798987708,0.000723065798987708,0,0,0.00513048051009005,0.000505050505050505,0.000505050505050505,0,0.00693158638754003,0,0.00175581316520914,0.00223713646532438
"79","2001_BEF.LML.005",0.000798722044728434,0,0.0204720955594325,0.00739502154807759,0.00901201602136182,0,0.0274853514305905,0,0,0.0486769011148695,0.000333778371161549,0.00160135416622234,0,0.0105977298805223,0,0.00753400700401387,0.00339750124766995
"80","2001_BEF.LML.006",0.000208855472013367,0,0.00253266360807549,0.000394321766561514,0.00361093194621736,0.0006265664160401,0.000394321766561514,0,0,0.020613435138728,0,0.000300120048019208,0,0.0227845509700846,0.000508975520032574,0.0019241854691957,0.00286147373386483
"81","2001_BEF.LML.007",0.00149790492566642,0,0.00289439192110377,0.000275633958103638,0.00598049090299319,0,0,0,0,0.00511813624082897,0,0,0,0.0107809565030527,0.006070518293482,0.00275322535861862,0.0034715208974538
"82","2001_BEF.LML.008",0.000604960677555959,0,0.000399680255795364,0,0.0149185275114984,0,0,0,0,0.00341820644897756,0,0,0,0.0120385334178924,0.0112065311431242,0,0.00160646301360848
"83","2001_BEF.LML.009",0.000893406434335758,0,0.000652315720808871,0.000652315720808871,0.0118835958141033,0.000683060109289617,0,0,0,0.00270149604867772,0,0,0,0.017830258115474,0.00229847721707142,0,0.000551876379690949
"84","2001_BEF.LML.010",0.000405819828876003,0,0.00630667331530795,0.000966803990792522,0.00663424939520292,0.000112650670271488,0.000213538330130258,0,0,0.014883960598496,0,0.00167938412315283,0,0.0210191681914689,0.00363695918053716,0.00372608382998321,0.00652831838691677
"85","2001_BEF.LML.011",0.000881834215167548,0,0.00199905085240755,0,0.0234348268404414,0.000839630562552477,0,0,0,0.00568971874597399,0.000440917107583774,0.00257876099733509,0,0.0248543413844768,0.00617283950617284,0,0.00274209203023134
"86","2001_BEF.LML.012",0.00271383055106803,0,0.00337554906082825,0,0.0045106422327747,0,0,0,0,0.00949111124971978,0,0,0.000846023688663283,0.0075250834406239,0.00280095797227777,0.00253379821907741,0.00293340259348968
"87","2001_BEF.LML.013",0.00229665653278142,0,0,0,0.00799467360978053,0.000752445447705041,0,0,0,0.00981250287925554,0,0,0.000752445447705041,0.0357802418673136,0.00625467314800539,0,0.000752445447705041
"88","2001_BEF.LML.014",0.00291884747382924,0,0.000623052959501558,0,0.00725646460076993,0.000623052959501558,0,0,0,0.0143686394617839,0,0.000901713255184851,0,0.0139045172371112,0.0022272845416024,0.00123515052431395,0.00559652124082486
"89","2001_BEF.LML.015",0,0,0.0047904472648524,0,0.0104032093822288,0.000556483027267668,0,0,0,0.0122591113408313,0,0.00630964223867949,0,0.0204875497456275,0,0.00332904114966552,0.0103552775375291
"90","2001_BEF.LML.016",0.000419287211740042,0,0.00167714884696017,0.00280898876404494,0.00450054060682824,0.00127226463104326,0,0,0,0.00820517633959999,0,0.0040812533950882,0,0.0158501013154556,0.00125786163522013,0.000419287211740042,0.00799526301470706
"91","2001_BEF.LML.017",0,0,0.00203252032520325,0.00513341671878257,0.00296647044614524,0.00195021028354362,0,0,0,0.0103421119681282,0.000881834215167548,0,0,0.0128306464688579,0.0017636684303351,0.00157650614967688,0.00732290518875885
"92","2001_BEF.LML.018",0.001953125,0,0.219276685393258,0.287767731741573,0.00280898876404494,0,0.00561797752808989,0,0,0.0279582162921348,0,0,0,0.00280898876404494,0.00561797752808989,0,0.0114773525280899
"93","2001_BEF.LML.019",0,0.00202429149797571,0.0349833359429172,0.117297067573311,0.00579886818619008,0,0.00478672243720223,0,0,0.012335875813631,0,0,0,0.00138121546961326,0.00138121546961326,0.00579886818619008,0.0161104525018453
"94","2001_BEF.LML.020",0.000396825396825397,0,0.00672488842769118,0.0407131319347078,0.00489088541706204,0,0,0,0,0.0130059128869282,0.000290613193839,0.00522928801617326,0,0.0152602605801971,0.000396825396825397,0.00452971436577994,0.0077074443415004
"95","2001_BEF.LML.022",0,0,0.00388445036247966,0,0.0158773487202249,0,0,0,0,0,0,0,0,0.00533067021748779,0.00133155792276964,0.00410933570054742,0.00244266903388075
"96","2001_BEF.LML.023",0,0,0.00491302714808934,0,0.0028537190756017,0.000411861614497529,0,0,0,0.00060313630880579,0,0,0.000823723228995058,0.00976742984441667,0.000411861614497529,0.00180940892641737,0.0057660626029654
"97","2001_BEF.LML.024",0,0,0.0145288981149201,0.00201072386058981,0.0107448712884601,0,0,0,0,0.00692932841402842,0.000670241286863271,0,0,0.00916696782001395,0,0.00895055762394211,0.00738315950481985
"98","2001_BEF.LML.025",0,0,0.0185189738546021,0.000680272108843537,0.00408163265306122,0,0,0,0,0.0096754364396361,0,0.000680272108843537,0,0.00437259241045816,0,0.00265142201458897,0.00598311613802147
"99","2001_BEF.LML.026",0.000636132315521628,0,0.00127226463104326,0,0.00428554348701874,0,0.00138519598593361,0,0,0.0103495283913845,0,0.000749063670411985,0,0.0105924152754927,0,0.00428554348701874,0.005557808118062
"100","2001_BEF.LML.027",0.000554631170271769,0.00110926234054354,0.00621030512184145,0.0122391879602085,0.000561167227833894,0,0.00446972964998478,0,0,0.00873460058152238,0,0.00167042956837743,0,0.00529745131103977,0,0.00102413019079686,0.00630197332915026
"101","2001_BEF.LML.028",0,0,0.0026246719160105,0.0130512640961676,0.000874890638670166,0,0.00464055507329167,0,0,0.0071908819616726,0.000570776255707763,0.000874890638670166,0,0.00882437618620356,0,0.00387970672994949,0.0098155538776831
"102","2001_BEF.LML.029",0,0,0,0,0.000870322019147084,0,0.000888888888888889,0,0,0.00177777777777778,0,0,0,0.0165132262573516,0,0.00257239057239057,0.0102895622895623
"103","2001_BEF.LML.030",0.00543478260869565,0,0,0,0,0,0,0,0,0,0,0,0,0.0364475500345066,0,0,0
"104","2001_BEF.LML.031",0,0,0.000376222723852521,0.000559753708368318,0.000465268029564211,0.00018811136192626,0.000279876854184159,0,0,0.00167568094287679,0,0.000564334085778781,0.000279876854184159,0.0059767603930826,0,0.00158935582371131,0.00261623775250809
"105","2002_BEF.FBL.040",0,0,0.0316666666666667,0,0.005,0,0.00833333333333333,0,0,0,0,0,0,0.00333333333333333,0,0.01,0.03
"106","2002_BEF.FBL.041",0,0,0.00581395348837209,0,0.00193798449612403,0,0,0,0,0,0,0.00193798449612403,0,0.00968992248062015,0,0.00387596899224806,0.0329457364341085
"107","2002_BEF.FBL.042",0,0,0.00316455696202532,0,0,0,0,0,0,0,0,0,0,0.00949367088607595,0,0.00632911392405063,0.0158227848101266
"108","2002_BEF.FBL.043",0,0,0,0,0,0,0.00183150183150183,0,0,0,0,0.00915750915750916,0,0.0457875457875458,0,0,0
"109","2002_BEF.FBL.044",0,0,0.0183673469387755,0,0,0,0.00204081632653061,0,0,0,0,0,0,0.026530612244898,0,0.00408163265306122,0.0285714285714286
"110","2002_BEF.FBL.045",0,0,0,0,0.00490196078431373,0,0.00980392156862745,0,0,0,0,0.00490196078431373,0,0.00980392156862745,0,0,0.00980392156862745
"111","2002_BEF.FBL.046",0,0,0.00623538581449727,0,0.00155884645362432,0,0.00233826968043648,0,0,0,0,0.00779423226812159,0,0.014809041309431,0,0.00779423226812159,0.00779423226812159
"112","2002_BEF.FBL.047",0,0,0.00874125874125874,0,0,0,0.0122377622377622,0,0,0,0,0.0104895104895105,0,0.0122377622377622,0,0.0034965034965035,0.0034965034965035
"113","2002_BEF.FBL.048",0,0,0.012987012987013,0,0,0,0.0151515151515152,0,0,0,0,0.00649350649350649,0,0.0151515151515152,0,0.00216450216450216,0.00216450216450216
"114","2002_BEF.FBL.049",0,0,0.00918367346938776,0,0.00510204081632653,0,0.00102040816326531,0,0,0,0,0.00714285714285714,0,0.0244897959183673,0,0.0102040816326531,0.0479591836734694
"115","2002_BEF.LML.001",0.00495049504950495,0,0,0.00180505415162455,0.0292919183615112,0.00526027331975075,0,0,0,0.0312518616482587,0.00165016501650165,0,0,0.0441434035100261,0.00165016501650165,0.0033003300330033,0.00165016501650165
"116","2002_BEF.LML.003",0,0,0,0,0.0341880341880342,0,0,0,0,0,0,0,0,0.0427350427350427,0.0106837606837607,0.00427350427350427,0
"117","2002_BEF.LML.004",0.00225225225225225,0,0,0,0.0045045045045045,0.00675675675675676,0,0,0,0,0,0,0,0.0045045045045045,0.0045045045045045,0.00225225225225225,0.00225225225225225
"118","2002_BEF.LML.005",0.00354191263282172,0,0.0165289256198347,0.0106257378984652,0.00944510035419126,0,0.0283353010625738,0,0,0.0365997638724911,0,0,0,0.0188902007083825,0.00118063754427391,0.00826446280991736,0.00236127508854782
"119","2002_BEF.LML.006",0,0,0.00222222222222222,0,0.00333333333333333,0,0.00222222222222222,0,0,0.01,0,0,0,0.0733333333333333,0,0.00777777777777778,0.00777777777777778
"120","2002_BEF.LML.007",0,0,0.00149925037481259,0,0.0104947526236882,0.00149925037481259,0,0,0,0,0.00149925037481259,0,0,0.0614692653673163,0.00449775112443778,0.00299850074962519,0.00299850074962519
"121","2002_BEF.LML.008",0,0,0.011400651465798,0.00162866449511401,0.00651465798045603,0.00162866449511401,0,0,0,0.00162866449511401,0,0.00162866449511401,0,0.0618892508143322,0.00162866449511401,0.00488599348534202,0.0130293159609121
"122","2002_BEF.LML.009",0.00171232876712329,0,0,0,0.0136986301369863,0,0,0,0,0.00171232876712329,0,0,0,0.107876712328767,0.00856164383561644,0.00171232876712329,0.0128424657534247
"123","2002_BEF.LML.010",0.00123660346248969,0,0.0140148392415499,0.0169002473206925,0.00824402308326463,0,0.000824402308326463,0,0,0.016075845012366,0,0,0.000412201154163232,0.107996702390767,0.00247320692497939,0.00247320692497939,0.00741962077493817
"124","2002_BEF.LML.013",0,0,0.00551470588235294,0.00183823529411765,0.0349264705882353,0,0,0,0,0.00183823529411765,0,0,0,0.0716911764705882,0.00367647058823529,0.00183823529411765,0.0220588235294118
"125","2002_BEF.LML.014",0,0,0.004149377593361,0.004149377593361,0.0132780082987552,0,0,0,0,0.0149377593360996,0,0,0,0.0473029045643154,0.0033195020746888,0,0.029045643153527
"126","2002_BEF.LML.026",0.0159235668789809,0,0.00477707006369427,0.00159235668789809,0.00477707006369427,0,0,0,0,0.00796178343949045,0,0,0,0.0557324840764331,0,0.00159235668789809,0.0270700636942675
"127","2002_BEF.LML.029",0,0,0,0,0.00613496932515337,0,0,0,0,0,0,0,0,0.0429447852760736,0,0,0
"128","2002_BEF.LML.030",0,0,0,0,0.0103092783505155,0,0,0,0,0.00515463917525773,0,0,0,0.0257731958762887,0,0,0
"129","2003_BEF.FBL.016",0,0.00611246943765281,0.0757946210268949,0,0,0,0.00733496332518337,0,0,0,0,0.00366748166259169,0,0.0440097799511002,0,0.00122249388753056,0.0220048899755501
"130","2003_BEF.FBL.017",0,0,0.00797872340425532,0,0,0,0,0,0,0,0,0.00265957446808511,0,0.0106382978723404,0,0,0.0292553191489362
"131","2003_BEF.FBL.018",0,0,0.0115979381443299,0,0.00257731958762887,0,0,0,0,0,0,0,0,0.0180412371134021,0,0.00128865979381443,0.00902061855670103
"132","2003_BEF.FBL.019",0,0,0.0131147540983607,0,0.00327868852459016,0,0,0,0,0,0,0.00327868852459016,0,0.0163934426229508,0,0,0
"133","2003_BEF.FBL.020",0,0,0.00434782608695652,0,0.00434782608695652,0,0,0,0,0,0,0,0,0.0217391304347826,0,0.00434782608695652,0
"134","2003_BEF.FBL.021",0,0,0.0048780487804878,0,0.0048780487804878,0,0,0,0,0,0,0,0,0.117073170731707,0,0,0
"135","2003_BEF.FBL.022",0,0,0.00422535211267606,0,0.00422535211267606,0,0,0,0,0,0,0.00140845070422535,0,0.0746478873239437,0,0,0.0028169014084507
"136","2003_BEF.FBL.023",0,0,0.0156862745098039,0,0.00392156862745098,0,0,0,0,0,0,0,0,0.0156862745098039,0,0.00392156862745098,0.0274509803921569
"137","2003_BEF.FBL.024",0,0,0.0325581395348837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","2003_BEF.FBL.025",0,0,0.00920598388952819,0,0,0,0,0,0,0,0,0.00115074798619102,0,0.046029919447641,0,0.0046029919447641,0
"139","2003_BEF.FBL.026",0,0,0.00204081632653061,0,0,0,0,0,0,0,0,0,0,0.0387755102040816,0,0.00408163265306122,0
"140","2003_BEF.FBL.027",0,0,0.00279329608938547,0,0,0,0.00279329608938547,0,0,0,0,0,0,0.0195530726256983,0,0.00558659217877095,0
"141","2003_BEF.FBL.028",0,0,0.00607287449392713,0,0,0,0,0,0,0,0,0,0,0.0182186234817814,0,0,0
"142","2003_BEF.FBL.029",0,0,0.0183823529411765,0,0.00122549019607843,0,0,0,0,0,0,0.00612745098039216,0,0.0147058823529412,0,0.00122549019607843,0.00122549019607843
"143","2003_BEF.FBL.030",0,0,0.00476190476190476,0,0.00238095238095238,0,0.0119047619047619,0,0,0,0,0,0,0.0214285714285714,0,0.0119047619047619,0
"144","2003_BEF.FBL.031",0,0,0.00448430493273543,0,0,0,0.0381165919282511,0,0,0,0,0,0,0.0224215246636771,0,0.00672645739910314,0.00448430493273543
"145","2003_BEF.FBL.032",0,0,0.00251889168765743,0,0.00125944584382872,0,0.0163727959697733,0,0,0,0,0.00377833753148615,0,0.026448362720403,0,0.00125944584382872,0.00251889168765743
"146","2003_BEF.FBL.033",0,0,0.0225921521997622,0,0.00118906064209275,0,0.00713436385255648,0,0,0,0,0,0,0.00118906064209275,0,0.00237812128418549,0.0380499405469679
"147","2003_BEF.FBL.034",0,0,0.00193423597678917,0,0,0,0.0154738878143133,0,0,0,0,0.00967117988394584,0,0.0290135396518375,0,0.00386847195357834,0.00967117988394584
"148","2003_BEF.FBL.035",0,0,0.0078740157480315,0,0,0,0.0173228346456693,0,0,0,0,0,0,0.0062992125984252,0,0.0031496062992126,0.0110236220472441
"149","2003_BEF.FBL.036",0,0,0.00265957446808511,0,0.00531914893617021,0,0,0,0,0,0,0.00531914893617021,0,0.00797872340425532,0,0.0106382978723404,0.00797872340425532
